seg_id,quote,quote_en,code1,odr,privacy_direction,privacy_relation,strength,doc_id,page,source,model,jur,v5_verdict,code_v5,v5_stage_a,v5_evidence,v5_confidence,doc_nature,doc_token_stance,doc_prog_stance,doc_rem_stance,code_v5r,reconcile_flag,prog_delegated_private
V9-00947,The inclusion of emerging forms of digital currencies in the design of the PBM is solely for experimental and exploratory purposes based on technical grounds and in recognition of the potential they may present.,The inclusion of emerging forms of digital currencies in the design of the PBM is solely for experimental and exploratory purposes based on technical grounds and in recognition of the potential they may present.,TECH.PROG,decision,neutral,not_applicable,2,SG_MAS_mas-project-orchid-report,15,llm_union_v9,claude-sonnet-4-6,SG,keep,PROC.pilot_learning,commitment,The inclusion of emerging forms of digital currencies in the design of the PBM is solely for experimental and exploratory purposes based on technical grounds,0.8,poc_report,silent,delegated_private,silent,PROC.pilot_learning,,False
V9-00948,PBM Creators are not issuing new payment instruments as PBMs attach conditions to existing payment instruments.,PBM Creators are not issuing new payment instruments as PBMs attach conditions to existing payment instruments.,TECH.PROG,decision,neutral,not_applicable,2,SG_MAS_mas-project-orchid-report,16,llm_union_v9,claude-sonnet-4-6,SG,keep,OTHER.keep,commitment,PBM Creators are not issuing new payment instruments as PBMs attach conditions to existing payment instruments.,0.75,poc_report,silent,delegated_private,silent,OTHER.keep,,False
V9-00949,The experiments conducted under the initial phase of Project Orchid examines the interoperability of PBM across different types of ledgers – both public and permissioned as well as centralised and decentralised.,The experiments conducted under the initial phase of Project Orchid examines the interoperability of PBM across different types of ledgers – both public and permissioned as well as centralised and decentralised.,TECH.DLT,decision,neutral,not_applicable,3,SG_MAS_mas-project-orchid-report,16,llm_union_v9,claude-sonnet-4-6,SG,keep,TECH.DLT,,,,poc_report,silent,delegated_private,silent,TECH.DLT,,False
V9-00950,The inclusion of public and private blockchains are solely for experimental and exploratory purposes based on technical grounds. It does not constitute an endorsement by MAS of them as being suitable as financial market infrastructure.,The inclusion of public and private blockchains are solely for experimental and exploratory purposes based on technical grounds. It does not constitute an endorsement by MAS of them as being suitable as financial market infrastructure.,TECH.DLT,decision,neutral,not_applicable,3,SG_MAS_mas-project-orchid-report,16,llm_union_v9,claude-sonnet-4-6,SG,keep,TECH.DLT,,,,poc_report,silent,delegated_private,silent,TECH.DLT,,False
V9-00951,The design and selection of an optimal ledger for a retail CBDC is a potential topic for research in future phases of Project Orchid.,The design and selection of an optimal ledger for a retail CBDC is a potential topic for research in future phases of Project Orchid.,TECH.DLT,proposal,neutral,not_applicable,1,SG_MAS_mas-project-orchid-report,16,llm_union_v9,claude-sonnet-4-6,SG,keep,TECH.DLT,,,,poc_report,silent,delegated_private,silent,TECH.DLT,,False
V9-00952,PBM is designed to be compatible with common cold and hot cryptographic wallets which stores a user's private keys. These wallets could be provided by commercial or government entities.,PBM is designed to be compatible with common cold and hot cryptographic wallets which stores a user's private keys. These wallets could be provided by commercial or government entities.,TECH.ARCH.token,decision,neutral,not_applicable,2,SG_MAS_mas-project-orchid-report,16,llm_union_v9,claude-sonnet-4-6,SG,keep,TECH.TOKEN.decided_yes,commitment,PBM is designed to be compatible with common cold and hot cryptographic wallets which stores a user's private keys.,0.8,poc_report,silent,delegated_private,silent,TECH.TOKEN.considered,,False
V9-00953,"The wallets need to factor in additional risks in terms of accidental loss, who conducts the transactions, and how transactions are monitored and recorded.","The wallets need to factor in additional risks in terms of accidental loss, who conducts the transactions, and how transactions are monitored and recorded.",AML.MON,proposal,decreases,from_state,2,SG_MAS_mas-project-orchid-report,16,llm_union_v9,claude-sonnet-4-6,SG,keep,AML.MON,,,,poc_report,silent,delegated_private,silent,AML.MON,,False
V9-00954,"While some retail users may prefer to have complete control over their digital assets via self-custodial wallets, others prefer them to be held under the custody of an institution for accountability and insurance.","While some retail users may prefer to have complete control over their digital assets via self-custodial wallets, others prefer them to be held under the custody of an institution for accountability and insurance.",KYC.INTERMED,proposal,conditional,from_intermediary,2,SG_MAS_mas-project-orchid-report,16,llm_union_v9,claude-sonnet-4-6,SG,keep,KYC.INTERMED,,,,poc_report,silent,delegated_private,silent,KYC.INTERMED,,False
V9-00955,"As the conditions are defined by the PBM Creator and enforced through smart contracts, there is no additional effort for merchants.","As the conditions are defined by the PBM Creator and enforced through smart contracts, there is no additional effort for merchants.",TECH.PROG,decision,neutral,not_applicable,2,SG_MAS_mas-project-orchid-report,22,llm_union_v9,claude-sonnet-4-6,SG,keep,PROG.restriction,commitment,the conditions are defined by the PBM Creator and enforced through smart contracts,0.85,poc_report,silent,delegated_private,silent,PROG.restriction,,True
V9-00956,"PBM smart contracts, if deployed onto public ledgers, offer greater transparency for government social programmes. For example, the total amount of digital vouchers created by campaign organisers could be visible and the flow of PBM from government agencies to citizens and to merchants could be traced.","PBM smart contracts, if deployed onto public ledgers, offer greater transparency for government social programmes. For example, the total amount of digital vouchers created by campaign organisers could be visible and the flow of PBM from government agencies to citizens and to merchants could be traced.",PRIV.CB.visibility.transparent,proposal,decreases,from_state,2,SG_MAS_mas-project-orchid-report,22,llm_union_v9,claude-sonnet-4-6,SG,keep,PRIV.CB.visibility.transparent,,,,poc_report,silent,delegated_private,silent,PRIV.CB.visibility.transparent,,False
V9-00957,the transfer of PBM tokens amongst merchants and recipients can be facilitated without requiring a central coordinating party.,The transfer of PBM tokens amongst merchants and recipients can be facilitated without requiring a central coordinating party.,TECH.ARCH.token,decision,neutral,not_applicable,2,SG_MAS_mas-project-orchid-report,22,llm_union_v9,claude-sonnet-4-6,SG,keep,TECH.TOKEN.decided_yes,commitment,The transfer of PBM tokens amongst merchants and recipients can be facilitated without requiring a central coordinating party.,0.85,poc_report,silent,delegated_private,silent,TECH.TOKEN.considered,,False
V9-00958,there is a possibility for PBM to be used to model the obligation to pay upon completion of milestones.,There is a possibility for PBM to be used to model the obligation to pay upon completion of milestones.,TECH.PROG,proposal,neutral,not_applicable,1,SG_MAS_mas-project-orchid-report,22,llm_union_v9,claude-sonnet-4-6,SG,keep,PROG.restriction,consideration,possibility for PBM to be used to model the obligation to pay upon completion of milestones,0.8,poc_report,silent,delegated_private,silent,PROG.restriction,,True
V9-00959,The programmability feature of PBM allows government agencies to have greater flexibility in defining conditions for how and where the funds distributed could be used. This supports the delivery of more targeted social assistance.,The programmability feature of PBM allows government agencies to have greater flexibility in defining conditions for how and where the funds distributed could be used. This supports the delivery of more targeted social assistance.,TECH.PROG,decision,neutral,not_applicable,2,SG_MAS_mas-project-orchid-report,20,llm_union_v9,claude-sonnet-4-6,SG,keep,PROG.restriction,commitment,programmability feature of PBM allows government agencies to have greater flexibility in defining conditions for how and where the funds distributed could be used. This supports the delivery of more targeted social assistance.,0.95,poc_report,silent,delegated_private,silent,PROG.restriction,,True
V9-00960,spending conditions can be set accordingly. These conditions could be: recipients receiving different amounts based on household income or housing type; spending only at specific merchant categories; specific voucher features (e.g. expiry dates),spending conditions can be set accordingly. These conditions could be: recipients receiving different amounts based on household income or housing type; spending only at specific merchant categories; specific voucher features (e.g. expiry dates),TECH.PROG,proposal,neutral,not_applicable,2,SG_MAS_mas-project-orchid-report,20,llm_union_v9,claude-sonnet-4-6,SG,keep,PROG.restriction,consideration,spending conditions can be set accordingly. These conditions could be: recipients receiving different amounts based on household income or housing type; spending only at specific merchant categories; specific voucher features (e.g. expiry dates),0.92,poc_report,silent,delegated_private,silent,PROG.restriction,,True
